Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,181.1460212454,162.4618399402,179.6164160801,181.2425578337,171.2666189424,154.3351169527,170.2420802333,186.2585768254,559.0996710103,999.8925610409,1082.7214306213,1089.6871176678,1166.1399128916,1218.7652919205,1090.5122330692,1017.7845985532,1087.2964577401,1350.4410373049,1361.9512078801,1305.861050772,1310.0347029084,1653.8338291606,2055.9909219793,1578.2839955304,1666.2866967779,1545.4753803179,1708.06885189,1612.1303992739,1842.2393585859,1511.192872572,1584.9374037096,1040.2842742712,306.8686689419,174.5113359512,120.8042433206,100,84.0661887766,79.1233508648,67.7908568903,55.3333851429,95.8747847855,72.2366645834,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,141.4477388155,118.8295691597,138.9725080575,131.840342049,132.3135508339,121.4734536862,147.0099739662,148.4477006949,126.3727419704,118.6291135403,110.2253291349,99.9920024883,126.8594730884,112.6949131859,97.2947481739,100,94.5751353004,106.4780343347,86.9223412559,104.6509659579,119.3478823044,139.2167704659,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.8086828309,16.541754069,18.6516461147,18.1042883328,17.6755359632,23.4722091078,24.6169205321,26.0828952478,35.1000353114,38.7770452561,25.0563523604,23.9201426416,25.1101005688,36.6383337095,44.5431263482,50.3316388572,57.0931908039,61.985846079,64.4318882123,60.8484424231,63.4237225415,76.1976192611,73.1976387164,83.1925461456,77.8628903693,92.6605666374,83.1458775184,87.7690214672,100,90.675833697,81.0217516559,77.0201847326,94.0835985294,99.3649030264,92.9323334928,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.7291771351,5.2740706503,5.9000479127,5.3459911376,6.4532971649,6.973726424,8.1283401874,9.8444233444,12.0957803589,15.0619682532,16.9444314126,20.0461974926,22.448992705,25.3096794753,29.828054571,34.3558338934,30.9805367704,33.1902334495,36.2897029656,40.4790036605,48.6955294747,49.6198425962,51.607217352,57.5182528996,64.8803041023,69.7557077202,77.4690152136,86.9302501982,90.9450272891,77.7028787078,90.3086116335,98.4731212873,100.7513712407,100.9456740972,101.7956578754,100,100.8579435008,106.9657217457,110.5529036357,107.278039484,101.6616447105,117.075576216,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Togo,TGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.690510561,35.5765245715,32.2238399492,30.7855207512,34.4095811739,35.0974526591,32.9208986578,36.7409751623,34.2793721332,34.9286487126,34.6341996761,34.9832777169,35.8011922887,25.911059153,61.9026625796,60.3373381633,72.8685210025,72.0955809262,65.2960182165,62.4388107133,65.6724192937,110.908459218,132.0034722059,170.143478836,130.4476801807,168.6412181729,80.8831071358,77.1272943181,73.4033152206,85.8687673496,83.6265299617,85.9165751634,97.153572677,121.0797559057,109.8964345619,100,106.5030014315,95.8714652711,89.2140875522,92.4657984197,110.2609024351,101.1361860484,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.8996775898,63.9282917159,140.8892875892,153.6224282902,124.9659551542,80.4501562915,72.5195997697,61.0283599888,57.932751697,51.4894188646,49.4691380289,79.9478828545,89.6896185419,95.6563930525,103.1401340071,100,119.3936438375,103.1637591717,68.8440183699,104.7300234013,78.5344162351,78.3484589032,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.2741851534,55.4344835,47.3025108153,36.4947235119,33.9253699134,35.6892937829,34.8872309908,35.1182098449,38.116799256,37.2826044197,38.694232568,..,..,..,..,..,..,..,..,..,84.3645052849,88.9687399213,84.6757621373,92.9210590635,99.6913774293,113.4872779537,140.3184810187,125.9343321083,131.0256075894,93.4328968298,100.3688826183,103.5602224493,88.3664987541,130.0374240355,102.922630867,100,84.5914681607,83.8823015804,86.8902205584,69.2748489021,60.1736040473,53.1150112304,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.2435558584,30.1763449351,26.3085339823,27.3013380795,27.1822390848,26.629014361,24.1715617036,27.4876194112,28.6196884315,35.3660127793,39.3957113853,42.924652321,46.1846608691,46.1700841826,56.7971423117,57.4010305732,55.4050094611,60.9590750309,63.49227654,65.5855024336,69.9172625544,80.7843872398,82.1061054784,80.9044345503,86.3858371857,87.3949777868,91.9500401082,106.2763661755,115.8275147873,99.3140591465,108.907273689,102.9804261464,102.7602404658,99.8964430254,98.2911004471,100,97.6470171709,98.632771986,100.9256216343,101.0152148032,92.8830377341,104.7906263039,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Turkiye,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.3696762759,2.8902006145,2.6236821299,2.1120361149,1.6098307778,5.8030793019,5.6048331354,6.7277808685,7.968863147,10.326387966,10.5526046224,11.1620432025,11.9819246381,12.7071186383,15.519389573,16.3609808113,18.4664667363,21.9314945886,23.452371616,24.7422622317,27.140126838,31.4214208356,36.8356474571,42.84237453,49.1006441419,53.8780527646,60.6068711106,67.4356156583,71.8448818405,66.2829729516,71.4818810156,75.9762747025,88.2721915639,87.7898627935,97.3938141174,100,103.783456816,112.4053282931,117.8060190477,125.6531063698,119.5520916737,144.7253831816,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.8350388817,46.4048090747,59.520203453,55.558236415,54.2794213877,46.6189488874,61.7196073329,75.0405513423,69.4561731957,44.3927616284,54.9558934822,89.8966197454,110.6235370975,114.1387384494,121.9879450866,100,97.6901840955,83.2117693135,85.5042763498,139.3682340131,112.7943942939,43.5344201831,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,177.792178565,169.6808972129,216.4554609639,224.0166161569,274.7686873219,329.5689674499,393.0636876313,347.8372092719,489.1264064621,427.6179810331,314.5854464389,143.9190692087,205.8115257612,106.9315761451,116.831427363,100,98.3347289566,92.8693741145,70.9396021342,70.8370453118,65.2455182767,76.0240333401,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.1906464084,19.6639691117,10.0304804324,8.835199311,9.7254102016,6.8213486312,6.5329104393,7.9515184133,6.2397791646,9.7254042296,7.9978158971,10.479892455,20.4920382441,17.4027369493,26.5219872937,28.1303020135,28.4989550091,35.0741783721,31.8508735374,39.8219369143,40.5664554468,42.6668448354,48.5884391019,53.0392959681,57.4233359762,72.2828438306,80.9426675371,76.1290626966,69.6638277512,76.2746312536,91.8274796569,100.0472854246,89.1206509421,100,107.8365573609,124.8221799811,135.1913027612,152.756860481,156.9475679163,130.7901269832,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.8831291086,87.335012112,95.9540351695,111.2669315351,130.7080818381,121.3115440007,126.6378087578,142.4147127013,157.2592888231,127.6476184902,131.0923123441,138.8042660384,141.637301426,131.6567391779,116.3493665729,100,99.1325249359,101.776043878,99.5998329746,105.2135721639,98.8543470976,91.5060611748,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.0082812294,12.0433475478,10.5502145535,10.1915084204,10.8866216995,10.5193265552,14.652525734,14.5034519941,17.9052019385,..,..,..,..,..,..,..,..,..,..,..,35.5379957927,37.32943606,41.1970508193,46.5623455387,52.8806419725,53.8482881133,58.0667369167,65.5748539433,69.5051521122,68.7514435689,65.9482211735,74.6746845379,89.1202522978,95.6233952456,90.1991697869,100,104.3617546698,101.0330064854,111.3968452291,116.362526167,105.5380254421,101.8339180873,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,80.5985870718,81.8730925292,82.5269124586,80.6381438105,82.2366583283,86.9477172336,100.2108896688,90.6164654584,89.0208009067,81.7891042879,90.0374394864,96.0853936839,94.7270486091,93.9930302646,96.4426449062,100,100.7450321415,107.636503909,107.8416664034,112.0575901342,96.2136823744,94.8573804738,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.9882117534,23.1290236739,22.7231599116,23.0611787788,25.1624021631,26.308265135,26.6446338714,27.9096445254,30.0046403601,31.9645542895,33.6567095643,34.4654576528,35.9714320434,37.6905990492,41.0180201908,39.2008854888,42.9522037373,50.7401632813,52.0816152748,54.126836336,64.4758636059,60.6054085394,58.1999012654,59.943432288,64.8585441043,69.506043207,76.4225857993,81.5494247138,86.2393703407,74.1736178369,85.640055067,91.913935456,95.4730377506,97.9330971114,101.0028660289,100,99.79008419,103.8302173048,108.1242323854,107.6193386613,95.9952099101,103.7712732769,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Uruguay,URY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.6183054394,21.2016652231,19.4370029479,22.021688668,19.1088554373,20.5802276373,23.3844954819,22.5970123214,25.3310901651,28.1204919317,30.7935378669,29.4408271825,31.7831116701,32.4216778911,37.0192170318,36.2269763271,41.1128149974,48.0931485592,49.8341201113,46.8961287187,48.8359972054,44.8271913406,43.7329130812,48.5851167203,60.3861442569,68.5794920001,74.4643237703,77.7773857061,77.5239507614,80.6452835,92.4673136361,93.1445329579,99.220499933,104.1986072219,105.5244859395,100,97.4597300675,107.2733545214,100.9067405484,106.7593345537,96.3200179316,119.6601891298,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.2326630068,69.2762390103,65.1059736262,68.8765758757,82.2828642729,81.4436280369,79.4278402992,103.5810996814,109.7007789413,134.3278423191,115.3649587091,102.8067370827,96.6468852967,106.8196052771,106.2725466263,100,98.2405350159,101.6573952659,100.2151628325,135.7524384513,123.1421766599,77.9650605547,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,106.1036144421,92.3893279944,82.3057905296,108.5523822002,143.8579466322,145.9629875933,177.6994565742,169.1270986604,165.2480653205,167.8717449931,130.7907923892,171.44666288,141.0919099683,100.6984329202,155.9094128852,100,125.3746018215,113.1380289004,147.5192868681,135.0636204875,113.9578900438,116.6243979098,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.8363148412,81.0984055511,67.5295859525,62.9280060467,75.3972186856,75.316728046,80.2253334031,76.798443258,88.7768052737,99.1478688917,109.3167653943,114.6883287351,110.4591969404,123.2949196812,135.0736730785,137.8804281463,153.8539485543,163.2077332436,173.2304261659,164.7748591566,170.8740312401,165.8851542014,157.1880911459,139.0303374133,158.2310212398,163.4150214536,156.3742256877,146.3780832065,145.0776987818,131.8561376427,119.4394088769,128.7101935731,134.721539224,123.5783680019,107.1376095916,100,88.2291029635,90.2789540466,73.1460978664,42.013581621,16.3074176956,8.3118087508,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Viet Nam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.4900922479,20.5870784419,22.7251961975,25.0769645097,29.4304536787,31.6505218898,36.2111572077,41.1875889374,42.6017846906,44.0449831705,50.338274777,56.4528721042,67.0817676167,79.2437599753,89.1768084533,100,110.8525986517,131.1374131211,147.2483026966,155.0107017659,167.9984149013,194.1287962995,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.84676772,39.833895941,31.2159393422,32.8564175804,35.2169772709,37.640079126,39.0007608898,50.3198310777,49.4780939031,49.5295091716,55.5391280136,67.388511378,72.2469175734,83.1024622923,87.4413981656,100,104.0785159967,116.1021032394,119.7633042016,114.8690788671,109.729931025,118.3047778046,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1856.6694893631,1749.270894293,1706.0577227356,1658.8382050604,1410.5700499637,1398.9581968675,1386.6897357628,1188.3726633571,1065.1341166385,1272.0338468783,1070.0840203341,886.4765370975,881.385346238,911.2314315624,323.3589752776,100,85.9490956915,76.4184835747,87.292717735,106.3530833518,77.268537606,78.9170842117,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.7114484848,36.5505035898,41.1519068447,29.5911092313,25.1997691704,34.1131390263,26.6858698234,33.2952939253,30.562416348,39.7601307365,32.6519268543,28.5221260764,20.8254223456,24.8550407086,27.5714736122,18.4216246975,24.0942064643,22.0411820928,35.5579773735,47.4313146955,35.0425062763,41.906440583,41.3666604641,38.3310484112,46.1595542304,44.2966335177,56.4677288377,64.2230313869,68.164079251,71.333240573,87.1237171682,92.424350078,105.4438221972,126.7566960656,121.8291256075,100,104.5093733283,109.0735772107,120.2130968027,99.15920293,106.6623895746,107.2406847019,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.545146116,41.0695170928,41.227159308,41.9812827822,41.0168117061,44.1354729611,47.9195038948,48.9359161088,51.9956436951,48.8247246572,55.0010044652,53.1487564637,58.9079720043,67.4633970063,81.0875671905,88.982647415,92.6804979525,100.5316003225,121.0644833784,117.9578689888,120.3332791702,78.6619183464,132.0601904251,99.2947636292,97.8221126125,91.9206586957,85.7315601444,84.5155318428,77.1681045325,79.7416983421,92.9368315548,89.2744791903,105.9647943948,111.0292094561,108.1905376776,100,103.2378222714,104.1204829868,115.9440094104,120.9884680036,116.0484456646,140.5670035861,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Export volume index (2015 = 100),TX.QTY.MRCH.XD.WD,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
