ISO;Country;Subject Descriptor;Units;Scale;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;Estimates Start After
GNQ;Equatorial Guinea;Inflation, average consumer prices;Index;;5.742;6.701;9.264;14.828;23.654;43.522;35.845;31.123;31.908;33.843;34.155;32.985;31.574;33.295;43.897;52.620;55.009;56.669;61.166;61.394;64.363;69.988;75.294;80.808;84.232;88.981;92.954;95.555;100.000;105.737;111.362;116.706;120.724;124.561;129.913;132.114;133.961;134.960;136.776;138.478;145.078;144.942;151.999;2022
GNQ;Equatorial Guinea;Inflation, average consumer prices;Percent change;;--;16.700;38.256;60.058;59.518;83.999;-17.640;-13.174;2.524;6.064;0.922;-3.425;-4.279;5.452;31.841;19.872;4.541;3.017;7.936;0.372;4.836;8.739;7.582;7.324;4.237;5.637;4.465;2.798;4.652;5.737;5.320;4.799;3.442;3.179;4.296;1.695;1.398;0.746;1.346;1.244;4.766;-0.094;4.869;2022
GNQ;Equatorial Guinea;Inflation, end of period consumer prices;Index;;5.802;6.771;9.362;14.984;23.902;38.564;33.353;34.395;34.279;31.470;33.668;33.645;34.593;33.645;48.363;54.020;54.019;56.032;59.723;60.394;64.390;72.233;76.711;81.209;85.346;88.046;91.398;94.813;100.000;104.997;110.697;116.143;119.121;124.917;128.133;130.187;132.791;132.492;135.923;141.773;140.868;144.919;152.195;2022
GNQ;Equatorial Guinea;Inflation, end of period consumer prices;Percent change;;n/a;16.700;38.256;60.058;59.518;61.340;-13.514;3.125;-0.337;-8.196;6.985;-0.069;2.820;-2.742;43.746;11.698;-0.003;3.727;6.587;1.124;6.616;12.181;6.200;5.863;5.095;3.163;3.807;3.737;5.470;4.997;5.429;4.919;2.564;4.866;2.575;1.603;2.000;-0.225;2.590;4.304;-0.638;2.875;5.020;2022
GNQ;Equatorial Guinea;Unemployment rate;Percent of total labor force;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GNQ;Equatorial Guinea;Population;Persons;Millions;0.255;0.270;0.291;0.314;0.338;0.359;0.376;0.390;0.402;0.414;0.427;0.441;0.455;0.471;0.487;0.505;0.524;0.545;0.567;0.590;0.614;0.640;0.666;0.695;0.725;0.757;0.792;0.829;0.868;0.909;0.951;0.994;1.039;1.084;1.129;1.175;1.221;1.268;1.314;1.360;1.406;1.452;1.498;2015
GNQ;Equatorial Guinea;General government revenue;Percent of GDP;;44.422;32.059;36.374;44.785;43.650;26.032;21.684;25.038;19.452;40.626;52.746;48.481;37.271;38.371;22.532;18.085;16.588;17.966;27.436;18.495;19.978;28.385;28.849;21.565;24.638;32.669;39.888;36.849;34.506;33.373;26.646;28.327;27.961;24.870;24.057;26.474;16.902;17.480;19.884;18.623;14.395;15.300;30.788;2021
GNQ;Equatorial Guinea;General government total expenditure;Percent of GDP;;248.537;206.979;221.296;199.411;158.032;115.360;118.986;183.000;227.947;116.797;212.931;284.516;594.770;256.307;509.844;141.501;22.943;14.753;35.087;18.686;22.645;13.476;11.255;13.782;10.764;14.122;18.093;19.689;19.893;39.847;31.179;27.493;35.200;29.274;31.598;41.571;27.818;20.070;19.353;16.799;16.166;12.659;17.199;2021
GNQ;Equatorial Guinea;General government net debt;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;36.627;25.477;19.447;6.713;4.526;2.849;1.220;0.754;0.488;4.337;7.894;7.170;7.097;6.272;12.560;11.691;25.790;30.697;30.619;31.837;38.391;28.875;13.269;2021
GNQ;Equatorial Guinea;Current account balance;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-21.822;-13.845;-20.020;-14.257;-30.899;-6.607;1.759;-0.319;-73.215;-124.557;-27.304;-90.323;-29.488;-30.391;-48.795;-53.927;-4.999;7.634;16.805;19.213;16.660;7.850;-9.732;-20.244;-5.675;-1.125;-2.397;-4.251;-17.741;-25.982;-7.814;-2.726;-7.541;-0.790;5.450;9.639;2017
ERI;Eritrea;Gross domestic product, constant prices;National currency;Billions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;15.019;16.954;20.500;20.977;22.893;24.702;25.187;25.234;22.117;24.053;24.776;24.118;24.468;25.098;24.855;25.210;20.310;22.784;25.256;31.749;32.348;28.966;37.926;30.105;32.330;29.093;32.884;34.145;n/a;n/a;n/a;2019
ERI;Eritrea;Gross domestic product, constant prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;12.882;20.918;2.325;9.136;7.900;1.966;0.187;-12.355;8.755;3.005;-2.656;1.452;2.574;-0.969;1.427;-19.436;12.179;10.853;25.710;1.886;-10.456;30.934;-20.621;7.391;-10.015;13.032;3.836;n/a;n/a;n/a;2019
ERI;Eritrea;Gross domestic product per capita, constant prices;National currency;Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;6,651.507;7,572.076;9,242.698;9,517.627;10,424.979;11,253.674;11,417.652;11,280.464;9,649.557;10,127.665;9,986.339;9,272.654;8,995.701;8,878.044;8,517.811;8,411.615;6,630.725;7,302.407;7,967.224;9,878.469;9,953.292;8,828.345;11,454.606;9,005.474;9,573.704;8,524.055;9,523.313;9,764.198;n/a;n/a;n/a;2006
ERI;Eritrea;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1,199.705;1,365.744;1,667.068;1,716.655;1,880.311;2,029.779;2,059.355;2,034.611;1,740.451;1,826.685;1,801.195;1,672.471;1,622.518;1,601.296;1,536.323;1,517.168;1,195.957;1,317.105;1,437.016;1,781.739;1,795.235;1,592.332;2,066.020;1,624.280;1,726.770;1,537.449;1,717.681;1,761.128;n/a;n/a;n/a;2006
ERI;Eritrea;Inflation, average consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;19.995;20.953;23.707;26.548;29.279;30.374;33.249;36.041;43.230;49.553;57.916;71.045;88.884;100.000;107.707;117.841;143.964;192.698;212.540;225.051;238.633;253.604;274.805;353.078;333.387;289.028;247.405;250.622;n/a;n/a;n/a;2019
ERI;Eritrea;Inflation, average consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;4.787;13.147;11.983;10.288;3.739;9.467;8.397;19.947;14.625;16.877;22.669;25.111;12.506;7.707;9.409;22.168;33.852;10.297;5.887;6.035;6.274;8.360;28.483;-5.577;-13.306;-14.401;1.300;n/a;n/a;n/a;2019
ERI;Eritrea;Inflation, end of period consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;19.612;21.695;23.276;26.140;27.057;29.150;31.780;35.156;44.591;48.046;59.489;71.891;84.388;100.000;108.752;124.941;170.558;202.904;212.428;228.803;243.920;268.152;271.750;409.880;319.540;261.500;184.940;195.297;n/a;n/a;n/a;2019
ERI;Eritrea;Inflation, end of period consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;10.619;7.289;12.302;3.509;7.736;9.020;10.625;26.835;7.749;23.818;20.848;17.383;18.500;8.752;14.886;36.511;18.965;4.694;7.708;6.607;9.935;1.342;50.830;-22.041;-18.164;-29.277;5.600;n/a;n/a;n/a;2019
ERI;Eritrea;Unemployment rate;Percent of total labor force;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERI;Eritrea;Population;Persons;Millions;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2.258;2.239;2.218;2.204;2.196;2.195;2.206;2.237;2.292;2.375;2.481;2.601;2.720;2.827;2.918;2.997;3.063;3.120;3.170;3.214;3.250;3.281;3.311;3.343;3.377;3.413;3.453;3.497;n/a;n/a;n/a;2006
ERI;Eritrea;General government revenue;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;39.510;71.445;59.045;58.261;50.242;54.500;47.643;46.320;59.342;49.915;46.782;64.379;49.402;45.599;34.993;31.376;31.417;22.780;25.928;26.749;28.108;25.105;21.477;28.315;29.500;36.755;31.581;33.973;n/a;n/a;n/a;2019
ERI;Eritrea;General government total expenditure;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;32.657;67.221;50.354;81.196;68.645;60.148;87.992;106.062;84.749;59.532;60.070;58.145;57.053;76.570;50.473;51.198;69.392;44.936;42.444;32.251;33.322;32.729;21.598;31.081;30.936;42.491;26.357;31.256;n/a;n/a;n/a;2019
ERI;Eritrea;General government net debt;Percent of GDP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ERI;Eritrea;Current account balance;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;30.963;30.936;36.995;10.333;3.040;6.815;-26.641;-33.315;-21.079;-24.775;-0.070;-2.348;-0.869;0.432;-4.631;-7.897;-7.642;-11.319;-11.420;12.796;12.441;2.278;17.689;22.392;13.433;24.756;15.514;12.988;n/a;n/a;n/a;2019
SWZ;Eswatini;Gross domestic product, constant prices;National currency;Billions;9.509;10.166;10.312;10.256;10.510;10.712;12.703;13.975;15.033;16.448;18.069;18.387;18.981;19.570;20.040;21.007;21.814;22.491;23.077;23.758;24.176;24.431;25.501;26.491;27.451;29.097;30.841;32.209;32.473;32.982;34.233;35.002;36.891;38.316;38.669;39.531;39.951;40.760;41.726;42.854;42.186;45.511;47.133;2021
SWZ;Eswatini;Gross domestic product, constant prices;Percent change;;-3.811;6.902;1.439;-0.547;2.481;1.924;18.584;10.016;7.571;9.408;9.859;1.760;3.227;3.106;2.401;4.826;3.842;3.103;2.604;2.951;1.760;1.055;4.380;3.880;3.624;5.999;5.992;4.435;0.822;1.565;3.794;2.247;5.397;3.861;0.923;2.227;1.063;2.027;2.369;2.704;-1.560;7.883;3.563;2021
SWZ;Eswatini;Gross domestic product per capita, constant prices;National currency;Units;16,762.844;17,315.316;16,966.688;16,296.818;16,129.092;15,878.917;18,191.742;19,344.469;20,132.962;21,345.041;22,767.192;22,541.823;22,686.036;22,844.866;22,880.003;23,486.950;23,907.743;24,191.254;24,586.618;25,075.130;25,279.757;25,311.554;26,179.558;26,949.890;27,676.694;29,076.830;30,548.295;31,625.274;31,652.688;31,915.409;32,888.185;33,387.365;34,939.901;36,033.766;36,112.443;36,660.788;36,795.140;37,284.003;37,793.014;38,434.271;37,434.287;39,957.798;40,943.276;2017
SWZ;Eswatini;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;3,889.407;4,017.595;3,936.704;3,781.277;3,742.361;3,684.313;4,220.948;4,488.410;4,671.360;4,952.594;5,282.569;5,230.277;5,263.739;5,300.591;5,308.744;5,449.571;5,547.206;5,612.988;5,704.722;5,818.069;5,865.548;5,872.926;6,074.325;6,253.061;6,421.699;6,746.566;7,087.983;7,337.870;7,344.231;7,405.188;7,630.897;7,746.720;8,106.948;8,360.752;8,379.007;8,506.237;8,537.410;8,650.839;8,768.943;8,917.731;8,685.709;9,271.228;9,499.884;2017
SWZ;Eswatini;Inflation, average consumer prices;Index;;10.884;13.067;14.479;16.154;18.245;21.978;24.997;28.341;34.121;36.696;41.500;45.208;48.624;54.471;61.971;69.586;74.057;79.941;85.945;90.983;100.000;107.489;120.247;128.996;133.472;140.005;147.279;159.173;179.320;192.676;201.365;213.663;232.764;245.847;259.814;272.678;294.076;312.372;327.413;335.919;348.925;361.901;379.281;2022
SWZ;Eswatini;Inflation, average consumer prices;Percent change;;18.200;20.056;10.807;11.568;12.940;20.463;13.737;13.377;20.395;7.546;13.092;8.934;7.558;12.023;13.769;12.289;6.425;7.945;7.510;5.862;9.911;7.489;11.869;7.276;3.470;4.895;5.195;8.076;12.657;7.448;4.509;6.107;8.940;5.621;5.681;4.951;7.847;6.221;4.815;2.598;3.872;3.719;4.802;2022
SWZ;Eswatini;Inflation, end of period consumer prices;Index;;11.984;13.711;15.293;16.918;20.073;23.728;25.839;30.038;35.400;38.459;42.684;46.763;50.769;57.470;65.410;72.038;76.190;82.099;86.125;93.961;100.000;110.784;123.508;129.231;133.400;143.539;150.427;165.181;186.497;194.891;203.662;219.472;237.612;248.111;263.418;276.353;300.345;314.479;330.895;337.522;353.010;365.202;385.617;2022
SWZ;Eswatini;Inflation, end of period consumer prices;Percent change;;n/a;14.410;11.538;10.626;18.650;18.211;8.895;16.253;17.849;8.642;10.985;9.556;8.567;13.199;13.815;10.134;5.763;7.756;4.904;9.098;6.427;10.784;11.486;4.633;3.227;7.600;4.799;9.808;12.904;4.501;4.500;7.763;8.265;4.419;6.169;4.910;8.682;4.706;5.220;2.003;4.589;3.454;5.590;2022
SWZ;Eswatini;Unemployment rate;Percent of total labor force;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SWZ;Eswatini;Population;Persons;Millions;0.567;0.587;0.608;0.629;0.652;0.675;0.698;0.722;0.747;0.771;0.794;0.816;0.837;0.857;0.876;0.894;0.912;0.930;0.939;0.947;0.956;0.965;0.974;0.983;0.992;1.001;1.010;1.018;1.026;1.033;1.041;1.048;1.056;1.063;1.071;1.078;1.086;1.093;1.104;1.115;1.127;1.139;1.151;2017
SWZ;Eswatini;General government revenue;Percent of GDP;;20.418;15.471;18.213;16.521;17.906;17.868;16.522;18.751;19.985;21.027;23.013;22.201;21.330;19.230;19.395;20.140;20.907;22.050;22.415;23.837;22.846;22.654;22.133;23.070;26.210;26.527;35.182;31.805;33.986;29.965;21.087;20.641;29.568;28.505;28.805;27.603;25.249;28.230;25.068;27.323;28.910;24.850;23.268;2022
SWZ;Eswatini;General government total expenditure;Percent of GDP;;15.306;18.875;18.133;16.962;16.953;18.999;18.804;16.751;16.561;15.376;17.706;19.016;24.009;22.292;22.723;19.296;21.844;20.055;21.396;25.034;24.005;24.826;25.716;25.116;30.066;28.141;26.764;29.505;32.450;32.880;30.153;24.405;26.273;27.947;31.471;33.641;34.246;35.078;34.605;34.010;33.451;29.400;27.769;2022
SWZ;Eswatini;General government net debt;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;19.628;15.891;14.945;11.146;7.389;5.065;-1.185;-7.014;-3.572;5.029;7.399;5.433;3.995;3.430;10.762;17.312;20.815;28.141;33.714;31.399;34.122;36.073;2022
SWZ;Eswatini;Current account balance;Percent of GDP;;-17.191;-10.182;-15.946;-14.567;-12.334;-7.726;1.695;7.892;9.644;7.660;4.103;3.674;-2.847;-4.255;0.114;-1.538;-2.842;-0.140;-5.192;-1.868;-2.639;0.584;2.319;4.068;2.574;-3.230;-5.974;-1.889;-7.020;-11.572;-8.748;-5.840;5.026;10.840;11.569;12.967;7.873;6.245;1.345;3.890;7.064;2.679;-0.740;2021
ETH;Ethiopia;Gross domestic product, constant prices;National currency;Billions;219.962;219.962;222.076;239.499;233.979;207.275;227.365;258.901;260.388;259.198;265.941;246.746;224.767;254.803;263.686;279.827;317.695;326.719;313.045;332.747;365.481;392.527;398.807;390.432;436.113;491.063;547.536;612.145;680.705;748.775;828.146;922.554;1,002.816;1,102.095;1,215.611;1,342.035;1,449.397;1,597.377;1,720.418;1,875.893;1,989.519;2,114.163;2,248.572;2022
ETH;Ethiopia;Gross domestic product, constant prices;Percent change;;3.997;--;0.961;7.845;-2.305;-11.413;9.693;13.870;0.574;-0.457;2.602;-7.218;-8.907;13.363;3.486;6.121;13.533;2.840;-4.185;6.294;9.838;7.400;1.600;-2.100;11.700;12.600;11.500;11.800;11.200;10.000;10.600;11.400;8.700;9.900;10.300;10.400;8.000;10.210;7.703;9.037;6.057;6.265;6.358;2022
ETH;Ethiopia;Gross domestic product per capita, constant prices;National currency;Units;6,779.650;6,619.988;6,498.149;6,793.219;6,425.396;5,510.829;5,854.016;6,455.508;6,286.481;6,056.110;6,010.115;5,390.568;4,746.052;5,202.123;5,210.573;5,359.406;5,906.295;5,903.308;5,502.557;5,693.086;6,088.315;6,373.149;6,311.032;6,021.930;6,556.039;7,195.029;7,819.160;8,452.586;9,090.678;9,746.341;10,506.290;11,431.899;12,125.955;12,996.407;13,972.542;15,062.118;15,892.516;17,102.532;18,014.844;19,220.212;19,955.055;20,747.431;21,603.847;2022
ETH;Ethiopia;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;912.911;891.412;875.006;914.738;865.209;742.059;788.270;869.264;846.504;815.483;809.290;725.865;639.078;700.490;701.628;721.669;795.310;794.908;740.945;766.600;819.820;858.174;849.810;810.881;882.801;968.844;1,052.886;1,138.180;1,224.102;1,312.390;1,414.721;1,539.358;1,632.816;1,750.026;1,881.467;2,028.184;2,140.001;2,302.935;2,425.782;2,588.090;2,687.041;2,793.738;2,909.058;2022
ETH;Ethiopia;Inflation, average consumer prices;Index;;5.246;5.348;5.764;5.969;5.950;7.044;7.435;6.755;6.904;7.569;7.964;9.625;11.649;12.812;12.962;14.693;14.828;13.876;14.375;15.517;15.620;14.333;14.570;17.158;17.711;19.775;22.456;26.328;38.011;41.234;44.588;59.405;73.741;79.693;85.594;93.784;100.000;110.687;125.999;145.918;175.618;222.673;298.243;2022
ETH;Ethiopia;Inflation, average consumer prices;Percent change;;12.437;1.937;7.774;3.569;-0.334;18.403;5.550;-9.146;2.206;9.633;5.206;20.869;21.019;9.990;1.166;13.354;0.919;-6.420;3.600;7.941;0.662;-8.238;1.654;17.762;3.221;11.656;13.558;17.245;44.371;8.479;8.134;33.232;24.132;8.071;7.404;9.569;6.628;10.687;13.833;15.810;20.354;26.794;33.938;2022
ETH;Ethiopia;Inflation, end of period consumer prices;Index;;5.019;5.291;5.568;5.558;6.061;7.302;6.439;6.139;6.560;7.285;7.650;11.092;11.320;11.853;12.599;14.469;13.167;13.509;13.820;14.799;14.188;13.578;15.480;16.444;17.736;19.921;23.610;27.959;38.932;41.711;47.786;64.950;74.693;80.408;86.128;94.204;100.000;116.504;128.831;153.972;181.948;245.794;328.887;2022
ETH;Ethiopia;Inflation, end of period consumer prices;Percent change;;n/a;5.430;5.230;-0.180;9.050;20.470;-11.820;-4.660;6.870;11.050;5.005;44.996;2.053;4.714;6.293;14.835;-8.999;2.600;2.300;7.084;-4.123;-4.300;14.002;6.233;7.852;12.320;18.519;18.424;39.245;7.138;14.564;35.919;15.000;7.652;7.114;9.377;6.152;16.504;10.581;19.515;18.169;35.090;33.806;2022
ETH;Ethiopia;Unemployment rate;Percent of total labor force;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ETH;Ethiopia;Population;Persons;Millions;32.444;33.227;34.175;35.256;36.415;37.612;38.839;40.105;41.420;42.799;44.249;45.774;47.359;48.981;50.606;52.212;53.789;55.345;56.891;58.448;60.030;61.591;63.192;64.835;66.521;68.250;70.025;72.421;74.879;76.826;78.824;80.700;82.700;84.800;87.000;89.100;91.200;93.400;95.500;97.600;99.700;101.900;104.082;2022
ETH;Ethiopia;General government revenue;Percent of GDP;;10.933;11.988;12.808;13.660;15.132;14.987;15.865;14.837;18.087;19.687;13.998;11.321;9.313;9.652;12.239;14.633;14.861;16.176;17.484;18.270;16.718;18.678;19.105;21.449;20.498;18.768;18.279;16.954;15.874;16.181;17.162;16.621;15.476;15.825;14.901;15.379;15.613;14.743;13.070;12.819;11.705;11.031;8.538;2022
ETH;Ethiopia;General government total expenditure;Percent of GDP;;13.496;14.183;16.407;21.251;18.824;19.698;19.848;18.381;21.570;24.017;20.859;17.321;14.235;13.773;17.625;17.389;18.789;17.940;21.130;26.809;25.598;22.438;24.870;27.041;23.149;22.890;22.067;20.521;18.756;17.113;18.483;18.228;16.648;17.756;17.484;17.326;17.913;17.987;16.099;15.353;14.469;13.798;12.696;2022
ETH;Ethiopia;General government net debt;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;75.335;120.764;132.930;125.575;113.769;68.759;76.494;83.770;80.216;81.859;95.273;92.649;96.481;70.092;57.881;31.436;27.400;25.958;35.303;39.454;34.184;38.535;39.613;45.841;49.152;51.273;54.736;51.750;50.284;50.463;43.934;2022
ETH;Ethiopia;Current account balance;Percent of GDP;;-3.062;-2.571;-3.738;-2.094;-2.740;1.036;-1.932;-0.935;-2.592;-1.384;-1.145;-2.143;0.036;0.072;-1.082;2.458;0.302;-0.264;-0.537;-7.027;-2.473;-1.352;-4.011;-1.212;-3.777;-7.374;-11.710;-6.156;-5.643;-8.164;-4.471;-0.674;-6.559;-5.939;-7.916;-11.476;-10.908;-8.457;-6.525;-5.328;-4.600;-3.192;-4.295;2022
FJI;Fiji;Gross domestic product, constant prices;National currency;Billions;4.198;4.450;4.402;4.216;4.643;4.467;4.762;4.419;4.572;5.207;5.510;5.361;5.688;5.836;6.133;6.293;6.595;6.437;6.520;7.088;6.967;7.099;7.327;7.385;7.784;7.683;7.829;7.758;7.836;7.726;7.958;8.173;8.288;8.681;9.167;9.580;9.814;10.339;10.733;10.671;8.853;8.421;10.106;2022
FJI;Fiji;Gross domestic product, constant prices;Percent change;;-1.694;6.004;-1.092;-4.212;10.107;-3.774;6.596;-7.194;3.462;13.888;5.802;-2.700;6.100;2.600;5.100;2.600;4.800;-2.400;1.300;8.700;-1.700;1.900;3.200;0.800;5.400;-1.300;1.900;-0.900;1.000;-1.400;3.000;2.700;1.411;4.734;5.604;4.501;2.446;5.353;3.812;-0.581;-17.040;-4.881;20.016;2022
FJI;Fiji;Gross domestic product per capita, constant prices;National currency;Units;6,625.405;6,855.896;6,608.030;6,172.840;6,653.698;6,303.499;6,657.709;6,154.243;6,359.966;7,101.521;7,452.902;7,193.578;7,571.728;7,707.338;8,037.041;8,181.994;8,508.681;8,244.332;8,291.462;8,948.481;8,734.009;8,837.317;9,056.372;9,065.465;9,489.142;9,301.671;9,413.961;9,266.236;9,313.862;9,139.487;9,368.804;9,576.119;9,665.418;10,075.431;10,590.245;11,017.966;11,188.157;11,684.340;12,062.880;11,926.703;9,839.831;9,307.919;11,109.416;2020
FJI;Fiji;Gross domestic product per capita, constant prices;"Purchasing power parity; 2017 international dollar";Units;7,550.943;7,813.632;7,531.141;7,035.156;7,583.187;7,184.068;7,587.759;7,013.962;7,248.423;8,093.569;8,494.037;8,198.487;8,629.462;8,784.016;9,159.777;9,324.980;9,697.303;9,396.026;9,449.740;10,198.541;9,954.108;10,071.848;10,321.504;10,331.868;10,814.730;10,601.071;10,729.047;10,560.686;10,614.964;10,416.230;10,677.581;10,913.857;11,015.631;11,482.921;12,069.652;12,557.124;12,751.090;13,316.586;13,748.007;13,592.807;11,214.409;10,608.191;12,661.349;2020
FJI;Fiji;Inflation, average consumer prices;Index;;24.008;26.697;28.570;30.515;32.123;33.540;34.140;36.074;40.315;42.810;46.317;49.327;51.735;54.429;54.864;56.062;57.749;59.709;63.138;64.389;65.097;67.873;68.363;71.247;73.261;74.949;76.810;80.506;86.726;89.896;93.212;100.000;103.416;106.424;106.977;108.447;112.637;116.408;121.159;123.307;120.107;120.294;125.491;2022
FJI;Fiji;Inflation, average consumer prices;Percent change;;14.464;11.200;7.014;6.807;5.271;4.410;1.790;5.664;11.758;6.189;8.191;6.497;4.883;5.207;0.800;2.183;3.010;3.393;5.743;1.983;1.099;4.264;0.722;4.220;2.827;2.303;2.483;4.811;7.726;3.655;3.689;7.282;3.416;2.909;0.519;1.375;3.863;3.348;4.081;1.773;-2.595;0.156;4.320;2022
FJI;Fiji;Inflation, end of period consumer prices;Index;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;53.855;54.498;55.677;57.017;58.678;63.447;63.554;65.461;66.961;68.024;70.874;73.225;75.202;77.561;80.879;86.187;92.086;95.398;101.459;104.045;107.611;107.717;109.429;113.708;116.917;122.586;121.516;118.093;121.623;125.367;2022
FJI;Fiji;Inflation, end of period consumer prices;Percent change;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1.194;2.163;2.406;2.914;8.128;0.169;3.000;2.291;1.588;4.190;3.317;2.700;3.137;4.278;6.563;6.843;3.597;6.353;2.548;3.427;0.099;1.589;3.910;2.822;4.849;-0.873;-2.817;2.989;3.078;2022
FJI;Fiji;Unemployment rate;Percent of total labor force;;n/a;n/a;n/a;n/a;n/a;n/a;9.551;11.908;12.003;7.789;8.172;7.534;6.895;7.534;7.278;6.895;3.742;4.183;4.628;5.071;5.512;5.951;6.388;6.822;7.255;7.300;7.700;8.600;8.800;8.700;7.100;7.100;6.800;6.367;6.200;5.500;5.500;4.500;4.500;4.500;13.351;9.000;6.500;2020
FJI;Fiji;Population;Persons;Millions;0.634;0.649;0.666;0.683;0.698;0.709;0.715;0.718;0.719;0.733;0.739;0.745;0.751;0.757;0.763;0.769;0.775;0.781;0.786;0.792;0.798;0.803;0.809;0.815;0.820;0.826;0.832;0.837;0.841;0.845;0.849;0.853;0.858;0.862;0.866;0.869;0.877;0.885;0.890;0.895;0.900;0.905;0.910;2020
FJI;Fiji;General government revenue;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;24.860;24.796;24.661;24.287;23.757;24.735;33.113;25.765;22.844;22.488;24.439;23.279;23.713;22.856;24.639;23.805;24.184;23.328;24.253;25.784;25.334;25.830;26.705;26.701;26.383;26.019;28.102;26.779;23.550;20.689;21.362;2022
FJI;Fiji;General government total expenditure;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;27.105;26.696;24.856;23.508;27.213;29.240;27.717;24.599;24.173;26.989;28.120;26.737;24.694;24.035;25.396;23.507;22.835;26.195;25.548;26.504;26.017;25.909;30.189;30.644;32.082;28.114;32.478;30.392;31.612;34.346;33.481;2022
FJI;Fiji;General government net debt;Percent of GDP;;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;43.860;44.570;46.808;47.524;48.166;52.013;34.993;30.504;34.000;31.713;38.106;43.058;43.183;43.181;44.065;42.952;42.744;47.005;48.340;45.460;42.087;40.989;40.223;39.038;44.110;42.993;45.310;48.464;62.989;82.420;90.136;2022
FJI;Fiji;Current account balance;Percent of GDP;;-3.151;-13.496;-9.173;-8.700;-5.345;-5.417;-2.514;1.536;5.535;-1.274;-9.174;-4.925;-2.422;-5.089;-1.850;-1.463;0.813;-2.649;-0.416;-2.393;-3.824;-4.422;0.749;-4.077;-11.065;-6.863;-13.845;-9.274;-13.447;-2.054;-3.754;-4.736;-0.996;-8.840;-5.532;-4.262;-3.541;-6.648;-8.463;-12.830;-13.712;-15.918;-17.343;2021
